UniprotID_inString,brite
Q9Y303,Enzymes
Q99733,Chromosome and associated proteins
Q6P1M0,Lipid biosynthesis proteins
not found,#N/A
P27816,Cytoskeleton proteins
Q9Y305,Lipid biosynthesis proteins
P11233,Membrane trafficking
P49327,Lipid biosynthesis proteins
P48637,Exosome
P07355,Membrane trafficking
Q9UG63,Ribosome biogenesis
P53396,Exosome
P61225,Exosome
Q14956,Membrane trafficking
P05026,CD molecules
P09417,Enzymes
O43617,Membrane trafficking
P48059,Domain-containing proteins not elsewhere classified
Q96EY7,Mitochondrial biogenesis
P35241,Cytoskeleton proteins
Q15942,none
P08729,Cytoskeleton proteins
P05783,Cytoskeleton proteins
Q14011,Spliceosome
Q8N983,Ribosome
P08582,CD molecules
P04080,Peptidases and inhibitors
P26006,Exosome
Q9Y696,Exosome
P46821,Protein phosphatases and associated proteins
Q12959,Chromosome and associated proteins
P08134,Membrane trafficking
Q9NPQ8,none
P30626,Domain-containing proteins not elsewhere classified
not found,#N/A
Q9BQ48,Ribosome
P62913,Ribosome
Q15165,Exosome
P04075,Membrane trafficking
O15143,Membrane trafficking
O00330,none
not found,#N/A
Q13151,Spliceosome
not found,#N/A
P40925,Enzymes
not found,#N/A
Q8WWC4,none
P17900,Exosome
Q9Y4I1,Messenger RNA biogenesis
Q5SW79,Chromosome and associated proteins
Q13510,Peptidases and inhibitors
P78417,Transporters
not found,#N/A
Q16822,Enzymes
O15269,Amino acid related enzymes
Q8WTV0,Membrane trafficking
Q93050,Exosome
P07858,Peptidases and inhibitors
P07737,Membrane trafficking
Q8TB37,Chromosome and associated proteins
P20674,none
Q9BYN8,Ribosome
Q09666,none
O15269,Amino acid related enzymes
P22626,Messenger RNA biogenesis
P17050,Enzymes
P18621,Ribosome
P36578,Ribosome
P62280,Ribosome
Q9UN37,Membrane trafficking
Q16831,Enzymes
P23396,Ribosome
Q96C86,Messenger RNA biogenesis
Q7Z4V5,DNA repair and recombination proteins
P40925,Enzymes
P62241,Ribosome
Q92930,Membrane trafficking
Q9NQC3,Membrane trafficking
Q15436,Membrane trafficking
not found,#N/A
Q15121,none
not found,#N/A
P07195,Exosome
P20290,none
Q13509,Chromosome and associated proteins
P35237,Peptidases and inhibitors
Q9NQR4,Enzymes
Q96EY7,Mitochondrial biogenesis
O14745,Transporters
Q92925,Transcription machinery
P36543,none
Q9BWM7,Mitochondrial biogenesis
O75347,Cytoskeleton proteins
P23526,Protein phosphatases and associated proteins
Q05682,Cytoskeleton proteins
Q6IBS0,Cilium and associated proteins
P13798,Peptidases and inhibitors
Q7KZF4,none
P09417,Enzymes
Q9H2W6,Ribosome
not found,#N/A
P14923,Exosome
O43278,Peptidases and inhibitors
Q15436,Membrane trafficking
not found,#N/A
P35270,Exosome
P51648,Enzymes
not found,#N/A
P50895,CD molecules
O00625,Enzymes
O95758,Spliceosome
O76021,Ribosome biogenesis
not found,#N/A
Q9NR12,Domain-containing proteins not elsewhere classified
P16949,Cytoskeleton proteins
not found,#N/A
Q99496,Ubiquitin system
P56962,Membrane trafficking
Q8NHP8,none
P01111,Membrane trafficking
Q9H5V8,CD molecules
P13798,Peptidases and inhibitors
O43752,Membrane trafficking
P68036,Ubiquitin system
not found,#N/A
Q9UDY2,none
P82912,Ribosome
Q8TCS8,Messenger RNA biogenesis
Q9H3U1,Chaperones and folding catalysts
Q9Y490,Exosome
P49755,Membrane trafficking
not found,#N/A
Q9UI12,none
P45973,Chromosome and associated proteins
P11279,Membrane trafficking
Q9NPE3,Ribosome biogenesis
not found,#N/A
Q9P2R3,Membrane trafficking
Q9Y291,Ribosome
Q9H299,Domain-containing proteins not elsewhere classified
P22314,Ubiquitin system
Q14204,Chromosome and associated proteins
P29218,Enzymes
P63010,Membrane trafficking
Q14019,none
not found,#N/A
P61081,Ubiquitin system
Q6WKZ4,Membrane trafficking
not found,#N/A
not found,#N/A
O94874,Ubiquitin system
Q8WTV0,Membrane trafficking
Q13596,Membrane trafficking
P06865,Chaperones and folding catalysts
Q99536,Mitochondrial biogenesis
Q9UI12,none
Q8TAT6,Ribosome biogenesis
not found,#N/A
P67809,Transcription factors
P57105,Membrane trafficking
P27816,Cytoskeleton proteins
Q15942,none
O75874,Enzymes
P21283,none
not found,#N/A
P30085,Enzymes
P52789,Membrane trafficking
Q9Y2R5,Ribosome
P06132,Enzymes
P13489,none
not found,#N/A
Q15102,Enzymes
P12814,Membrane trafficking
Q9H9J2,Ribosome
Q14126,Cell adhesion molecules
O75439,Peptidases and inhibitors
Q96I25,Spliceosome
P04075,Membrane trafficking
Q5JTV8,Chaperones and folding catalysts
not found,#N/A
P00558,Exosome
P35052,Proteoglycans
Q05682,Cytoskeleton proteins
Q9NSE4,Amino acid related enzymes
P06396,Cytoskeleton proteins
P22223,Cell adhesion molecules
Q9UHB6,Cytoskeleton proteins
P48637,Exosome
P35221,Cytoskeleton proteins
P09382,Exosome
not found,#N/A
O60888,none
not found,#N/A
Q13347,Translation factors
P16930,Exosome
Q9BQC6,none
Q15370,Ubiquitin system
Q9BUP3,Exosome
Q13405,Ribosome
not found,#N/A
P38606,Enzymes
not found,#N/A
Q99797,Peptidases and inhibitors
Q9NP61,Membrane trafficking
Q9ULC3,Membrane trafficking
Q9Y624,CD molecules
P13489,none
Q9BRQ6,Protein phosphatases and associated proteins
P26038,Cytoskeleton proteins
P07858,Peptidases and inhibitors
O75083,Domain-containing proteins not elsewhere classified
Q9H7Z7,Enzymes
Q13596,Membrane trafficking
P82673,Ribosome
Q92890,Ribosome biogenesis
P52565,Exosome
P51159,Membrane trafficking
not found,#N/A
O95747,Protein kinases
Q9UBM7,Enzymes
not found,#N/A
G3V4M1,#N/A
P18669,Membrane trafficking
Q86U38,Ribosome biogenesis
Q92974,Membrane trafficking
P30530,Protein kinases
P08195,Transporters
Q92974,Membrane trafficking
Q9UKS6,Membrane trafficking
not found,#N/A
not found,#N/A
not found,#N/A
P09417,Enzymes
Q13190,Membrane trafficking
Q9HBH5,Enzymes
Q9Y291,Ribosome
Q02809,Exosome
Q9H307,Messenger RNA biogenesis
Q3KQU3,Chromosome and associated proteins
P21281,Exosome
O00469,Enzymes
P08195,Transporters
Q9BRQ6,Protein phosphatases and associated proteins
Q16658,Membrane trafficking
P78417,Transporters
P21281,Exosome
not found,#N/A
P04080,Peptidases and inhibitors
not found,#N/A
Q96I99,Exosome
P43490,Enzymes
P45973,Chromosome and associated proteins
Q9Y5K8,none
P21589,CD molecules
P53004,Enzymes
Q86U38,Ribosome biogenesis
Q05682,Cytoskeleton proteins
not found,#N/A
not found,#N/A
O15460,Enzymes
Q9NWU5,Ribosome
Q9Y6M7,Transporters
Q9BU23,none
P62873,Exosome
Q96AY3,Chaperones and folding catalysts
not found,#N/A
P49593,Protein phosphatases and associated proteins
Q01518,Membrane trafficking
Q14444,Messenger RNA biogenesis
O75323,none
Q9Y2U8,Cytoskeleton proteins
C9J9W1,#N/A
Q13951,none
J3QKM9,#N/A
Q9UI12,none
Q9Y291,Ribosome
Q13951,none
P51571,Membrane trafficking
P07195,Exosome
H0Y4K8,#N/A
P24941,Protein kinases
P05165,Enzymes
not found,#N/A
P24941,Protein kinases
Q00535,Protein kinases
Q8TED1,Enzymes
Q96FQ6,Domain-containing proteins not elsewhere classified
P10619,Peptidases and inhibitors
P10619,Peptidases and inhibitors
Q13425,Domain-containing proteins not elsewhere classified
not found,#N/A
Q6YN16,none
Q969X5,Membrane trafficking
P08727,Cytoskeleton proteins
P26440,Enzymes
Q13492,Membrane trafficking
P07339,Peptidases and inhibitors
Q13616,Ubiquitin system
Q92506,Enzymes
not found,#N/A
Q9BVA1,Chromosome and associated proteins
Q15121,none
Q12959,Chromosome and associated proteins
O75616,Ribosome biogenesis
P00558,Exosome
P13798,Peptidases and inhibitors
Q96CT7,none
Q9NQC3,Membrane trafficking
not found,#N/A
P08582,CD molecules
P54709,CD molecules
P27816,Cytoskeleton proteins
P30566,Enzymes
P51452,Protein phosphatases and associated proteins
P04406,Membrane trafficking
Q13277,Membrane trafficking
Q01650,Transporters
O94874,Ubiquitin system
Q9P2R7,Exosome
not found,#N/A
Q9Y383,Spliceosome
Q8TBA6,none
P48637,Exosome
O75347,Cytoskeleton proteins
not found,#N/A
Q9UJW0,Chromosome and associated proteins
Q3KQU3,Chromosome and associated proteins
Q9NQ50,Ribosome
Q9BSD7,Enzymes
P51452,Protein phosphatases and associated proteins
Q9BVC6,none
Q92890,Ribosome biogenesis
not found,#N/A
Q8WW12,none
Q9UMY4,Membrane trafficking
O75348,none
Q9H223,Membrane trafficking
Q92544,Exosome
P26368,Spliceosome
P50454,Peptidases and inhibitors
Q9H223,Membrane trafficking
Q14978,Transcription machinery
Q8IX01,Spliceosome
Q13492,Membrane trafficking
P38919,Messenger RNA biogenesis
Q16831,Enzymes
Q9Y624,CD molecules
not found,#N/A
Q9Y624,CD molecules
Q99653,Protein phosphatases and associated proteins
not found,#N/A
P62942,Chaperones and folding catalysts
O43175,Exosome
P62942,Chaperones and folding catalysts
O00303,Translation factors
Q00765,Exosome
Q13277,Membrane trafficking
P49406,Ribosome
O00244,none
P78417,Transporters
O15127,Membrane trafficking
O00625,Enzymes
O95571,Mitochondrial biogenesis
Q14019,none
P04080,Peptidases and inhibitors
P16930,Exosome
P13647,Cytoskeleton proteins
P82914,Ribosome
not found,#N/A
O75683,none
O00754,Enzymes
Q12841,Peptidases and inhibitors
O14908,Membrane trafficking
P31937,Enzymes
Q9ULX9,Transcription factors
Q9H9J2,Ribosome
P13647,Cytoskeleton proteins
O15400,Membrane trafficking
P04899,Exosome
Q9UBI6,Exosome
Q15075,Membrane trafficking
Q8N128,none
Q15061,Ribosome biogenesis
P27816,Cytoskeleton proteins
O15061,Cytoskeleton proteins
Q9Y2K7,Transcription factors
Q32P28,Chaperones and folding catalysts
P15586,Enzymes
not found,#N/A
O95373,Ribosome biogenesis
Q9Y696,Exosome
P07686,Chaperones and folding catalysts
Q92506,Enzymes
P42126,Enzymes
P07686,Chaperones and folding catalysts
O14964,Membrane trafficking
P52272,Spliceosome
P11142,Protein phosphatases and associated proteins
P11216,Enzymes
P04406,Membrane trafficking
Q13418,Protein kinases
Q14696,Chaperones and folding catalysts
Q15942,none
O75718,Chaperones and folding catalysts
Q8WW12,none
Q99584,Domain-containing proteins not elsewhere classified
Q6NUK1,Transporters
O75348,none
P13473,Membrane trafficking
O15372,Translation factors
P13798,Peptidases and inhibitors
O43617,Membrane trafficking
P09382,Exosome
O75934,Spliceosome
P09382,Exosome
Q09028,Chromosome and associated proteins
P51159,Membrane trafficking
P17931,Exosome
O95758,Spliceosome
P20700,Cytoskeleton proteins
P17900,Exosome
Q96DA6,Chaperones and folding catalysts
Q9NZT2,none
Q02218,Enzymes
P20700,Cytoskeleton proteins
not found,#N/A
P61225,Exosome
Q8IWR0,Domain-containing proteins not elsewhere classified
P13639,Translation factors
P30084,Enzymes
P16930,Exosome
P00558,Exosome
not found,#N/A
Q01650,Transporters
P17900,Exosome
Q14197,Translation factors
O60664,Membrane trafficking
P30533,none
not found,#N/A
O60568,Glycosyltransferases
P07108,none
H0YCD9,#N/A
P30086,Peptidases and inhibitors
Q9NY61,Ribosome biogenesis
Q9UNF1,Domain-containing proteins not elsewhere classified
Q9NR12,Domain-containing proteins not elsewhere classified
Q8NE86,Mitochondrial biogenesis
not found,#N/A
P35241,Cytoskeleton proteins
not found,#N/A
Q9BVG4,none
O00244,none
Q6DD88,Membrane trafficking
Q13586,Transporters
O75348,none
Q96FQ6,Domain-containing proteins not elsewhere classified
Q9BUP3,Exosome
Q9Y266,Chromosome and associated proteins
Q9NUB1,Lipid biosynthesis proteins
P30086,Peptidases and inhibitors
Q14651,Cytoskeleton proteins
Q9C0C2,none
P00558,Exosome
P18827,Membrane trafficking
P82673,Ribosome
not found,#N/A
Q03154,Peptidases and inhibitors
not found,#N/A
Q15050,Ribosome biogenesis
P09382,Exosome
Q14980,Chromosome and associated proteins
Q9BTU6,Membrane trafficking
O43278,Peptidases and inhibitors
P30086,Peptidases and inhibitors
Q9Y3D9,Ribosome
Q14166,Cytoskeleton proteins
Q9NRL2,Chromosome and associated proteins
P40121,Cytoskeleton proteins
P55209,Chromosome and associated proteins
P43243,Spliceosome
O15400,Membrane trafficking
P56962,Membrane trafficking
Q9NYL9,Cytoskeleton proteins
Q9UNF0,Membrane trafficking
Q15102,Enzymes
P18669,Membrane trafficking
Q9NR12,Domain-containing proteins not elsewhere classified
Q9H773,Enzymes
not found,#N/A
Q9UNF0,Membrane trafficking
P52789,Membrane trafficking
O75347,Cytoskeleton proteins
Q99447,Enzymes
Q15121,none
P61764,Membrane trafficking
Q15121,none
not found,#N/A
P10644,none
P10644,none
P00558,Exosome
Q99653,Protein phosphatases and associated proteins
O95571,Mitochondrial biogenesis
P62191,Proteasome
P35998,Proteasome
P43686,Proteasome
O75438,none
Q9BTT6,none
not found,#N/A
Q9UN37,Membrane trafficking
O75083,Domain-containing proteins not elsewhere classified
P48637,Exosome
P62195,Proteasome
P61764,Membrane trafficking
Q9ULC3,Membrane trafficking
Q01813,Protein phosphatases and associated proteins
not found,#N/A
O00487,Peptidases and inhibitors
P55036,Proteasome
Q12907,Membrane trafficking
not found,#N/A
Q8WYP5,none
P09417,Enzymes
Q9UBE0,Ubiquitin system
O15270,Amino acid related enzymes
P12814,Membrane trafficking
Q15417,none
P18031,Protein phosphatases and associated proteins
Q03154,Peptidases and inhibitors
P49023,Domain-containing proteins not elsewhere classified
not found,#N/A
P30626,Domain-containing proteins not elsewhere classified
not found,#N/A
P50416,Mitochondrial biogenesis
P40925,Enzymes
P11234,Membrane trafficking
Q9H9P8,Enzymes
Q8IYB8,Mitochondrial biogenesis
P26440,Enzymes
not found,#N/A
not found,#N/A
Q9Y4I1,Messenger RNA biogenesis
Q9BTV4,none
Q9ULV4,Cytoskeleton proteins
P11216,Enzymes
Q9NZT2,none
P11216,Enzymes
P15954,none
Q07157,Cytoskeleton proteins
Q14956,Membrane trafficking
Q13045,none
Q9Y5S9,Messenger RNA biogenesis
Q9BYD3,Ribosome
E9PAV3,#N/A
P21291,Transcription factors
P16152,Enzymes
P09110,Enzymes
Q15382,GTP-binding proteins
Q96JJ7,Chaperones and folding catalysts
O14974,Protein phosphatases and associated proteins
O75616,Ribosome biogenesis
Q9P206,none
Q9ULV4,Cytoskeleton proteins
C9J9W1,#N/A
Q15382,GTP-binding proteins
not found,#N/A
not found,#N/A
Q6IAN0,Enzymes
O14578,Protein kinases
P08134,Membrane trafficking
Q9Y3D0,none
P09669,none
P30566,Enzymes
Q9UBS8,Ubiquitin system
not found,#N/A
O00303,Translation factors
P61421,none
P48739,none
P13797,DNA repair and recombination proteins
Q9H307,Messenger RNA biogenesis
Q15287,Messenger RNA biogenesis
Q15404,none
P14324,Prenyltransferases
P10301,GTP-binding proteins
not found,#N/A
Q01813,Protein phosphatases and associated proteins
Q05682,Cytoskeleton proteins
P62906,Ribosome
P62913,Ribosome
P58546,none
Q13347,Translation factors
O95425,Cytoskeleton proteins
P78417,Transporters
C9JNT3,#N/A
C9J9W1,#N/A
P48681,Cytoskeleton proteins
Q8IXM3,Ribosome
P07108,none
P30050,Ribosome
not found,#N/A
O95373,Ribosome biogenesis
P49593,Protein phosphatases and associated proteins
not found,#N/A
Q562R1,none
Q8TED1,Enzymes
P54709,CD molecules
P26373,Ribosome
not found,#N/A
P07203,Enzymes
Q14194,none
C9J9W1,#N/A
P07093,Peptidases and inhibitors
Q10471,Glycosyltransferases
P36957,Enzymes
P05783,Cytoskeleton proteins
P11441,Membrane trafficking
Q99653,Protein phosphatases and associated proteins
Q5TDH0,Proteasome
P18621,Ribosome
Q9NWU5,Ribosome
Q8NHP8,none
P13804,Exosome
Q92552,Ribosome
Q9Y6M1,Domain-containing proteins not elsewhere classified
P34932,Chaperones and folding catalysts
P36543,none
P08069,Protein kinases
P46778,Ribosome
P09497,Membrane trafficking
P08754,Exosome
P35268,Ribosome
Q9H307,Messenger RNA biogenesis
P62829,Ribosome
Q14573,Protein phosphatases and associated proteins
P49748,Enzymes
Q96RQ3,Enzymes
Q8TBA6,none
Q9BU23,none
P04080,Peptidases and inhibitors
Q15404,none
P62750,Ribosome
P83731,Ribosome
Q92665,Ribosome
Q13586,Transporters
P47914,Ribosome
Q9Y4I1,Messenger RNA biogenesis
P13693,none
not found,#N/A
P10620,Transporters
P38606,Enzymes
Q8N8S7,none
P62888,Ribosome
P43490,Enzymes
Q5TCU3,#N/A
P62899,Ribosome
P62910,Ribosome
Q12959,Chromosome and associated proteins
P04406,Membrane trafficking
Q86U38,Ribosome biogenesis
Q16555,none
not found,#N/A
Q9H6S3,Membrane trafficking
Q96DB5,none
not found,#N/A
P16435,#N/A
P50213,Enzymes
Q9Y697,Transfer RNA biogenesis
P46777,Protein phosphatases and associated proteins
Q9ULV4,Cytoskeleton proteins
not found,#N/A
P14550,Exosome
Q9BXP2,Transporters
Q9ULV4,Cytoskeleton proteins
Q9Y4W6,Peptidases and inhibitors
P32969,Ribosome
P05388,Ribosome
P04080,Peptidases and inhibitors
P42166,#N/A
P05386,Ribosome
O75683,none
P05387,Ribosome
Q9P2B2,Exosome
Q13596,Membrane trafficking
Q9NXW2,Chaperones and folding catalysts
Q9H0U4,Membrane trafficking
P15954,none
not found,#N/A
P10768,Enzymes
P25398,Ribosome
Q9Y303,Enzymes
O00299,Exosome
P62263,Ribosome
P00367,Exosome
P08708,Ribosome
P62269,Ribosome
P39019,Ribosome
P16144,Exosome
P15880,Ribosome
P60866,Ribosome
P62851,Ribosome
Q92973,Messenger RNA biogenesis
Q96DA6,Chaperones and folding catalysts
Q08380,Exosome
P48444,Membrane trafficking
Q6WKZ4,Membrane trafficking
P58107,none
P14923,Exosome
Q86UP2,Mitochondrial biogenesis
O75821,Translation factors
Q00059,Mitochondrial biogenesis
O15372,Translation factors
P62854,Ribosome
P08865,Ribosome
not found,#N/A
Q53H82,Mitochondrial biogenesis
P62857,Ribosome
P61247,Ribosome
Q969H8,none
P46782,Ribosome
P62753,Ribosome
Q8TBA6,none
Q8TEA8,Transfer RNA biogenesis
P62241,Ribosome
O60664,Membrane trafficking
Q9UDY2,none
Q9Y4W6,Peptidases and inhibitors
P08865,Ribosome
P09669,none
Q96IZ0,none
P38606,Enzymes
Q92817,Cytoskeleton proteins
P30405,Chaperones and folding catalysts
P04406,Membrane trafficking
Q9UBT2,Ubiquitin system
Q8TBA6,none
Q9NRV9,none
P49593,Protein phosphatases and associated proteins
P09669,none
P61764,Membrane trafficking
P10620,Transporters
O00560,Exosome
O00560,Exosome
O00410,Ribosome biogenesis
P20962,none
P49593,Protein phosphatases and associated proteins
P30566,Enzymes
Q9NYL9,Cytoskeleton proteins
O95159,none
P07195,Exosome
Q9UQE7,Chromosome and associated proteins
Q9UKV3,Messenger RNA biogenesis
P46199,Translation factors
Q16643,Cilium and associated proteins
Q7KZI7,Protein kinases
O14578,Protein kinases
P13647,Cytoskeleton proteins
P37840,Membrane trafficking
P45973,Chromosome and associated proteins
P36957,Enzymes
O75347,Cytoskeleton proteins
P11233,Membrane trafficking
Q6IBS0,Cilium and associated proteins
P37840,Membrane trafficking
Q04695,Cytoskeleton proteins
Q9BYN8,Ribosome
O75718,Chaperones and folding catalysts
Q9Y2Q9,Ribosome
Q96C19,Domain-containing proteins not elsewhere classified
Q9Y5X1,Membrane trafficking
P35221,Cytoskeleton proteins
P40925,Enzymes
O75886,Membrane trafficking
O94804,Protein kinases
P49711,Transcription factors
P50151,GTP-binding proteins
not found,#N/A
Q6RFH5,Ribosome biogenesis
Q9UNE7,Chaperones and folding catalysts
P14406,none
not found,#N/A
O95747,Protein kinases
P60174,Exosome
Q9Y490,Exosome
P61764,Membrane trafficking
P51159,Membrane trafficking
P61960,Ubiquitin system
Q4G0N4,Enzymes
Q9H299,Domain-containing proteins not elsewhere classified
O75347,Cytoskeleton proteins
Q9UI12,none
P53041,Protein phosphatases and associated proteins
Q9H0E2,Exosome
P21926,Cilium and associated proteins
Q9H4G0,Domain-containing proteins not elsewhere classified
Q9H0E2,Exosome
O60784,Membrane trafficking
P62753,Ribosome
Q9H223,Membrane trafficking
P10606,none
P42704,Mitochondrial biogenesis
not found,#N/A
Q99536,Mitochondrial biogenesis
Q9NYL9,Cytoskeleton proteins
P30519,Enzymes
Q99536,Mitochondrial biogenesis
P26038,Cytoskeleton proteins
P82673,Ribosome
P05783,Cytoskeleton proteins
